0	0	0	0
1	1	0	1
2	1	1	1
3	1	1	0
4	2	0	2
5	2	1	2
6	2	1	1
7	2	2	1
8	2	2	0
9	3	0	3
10	3	1	3
11	3	1	2
12	3	2	2
13	3	2	1
14	3	3	1
15	3	3	0
16	4	0	4
17	4	1	4
18	4	1	3
19	4	2	3
20	4	2	2
21	4	3	2
22	4	3	1
23	4	4	1
24	4	4	0
25	5	0	5
26	5	1	5
27	5	1	4
28	5	2	4
29	5	2	3
30	5	3	3
31	5	3	2
32	5	4	2
33	5	4	1
34	5	5	1
35	5	5	0
36	6	0	6
37	6	1	6
38	6	1	5
39	6	2	5
40	6	2	4
41	6	3	4
42	6	3	3
43	6	4	3
44	6	4	2
45	6	5	2
46	6	5	1
47	6	6	1
48	6	6	0
49	7	0	7
50	7	1	7
51	7	1	6
52	7	2	6
53	7	2	5
54	7	3	5
55	7	3	4
56	7	4	4
57	7	4	3
58	7	5	3
59	7	5	2
60	7	6	2
61	7	6	1
62	7	7	1
63	7	7	0
64	8	0	8
65	8	1	8
66	8	1	7
67	8	2	7
68	8	2	6
69	8	3	6
70	8	3	5
71	8	4	5
72	8	4	4
73	8	5	4
74	8	5	3
75	8	6	3
76	8	6	2
77	8	7	2
78	8	7	1
79	8	8	1
80	8	8	0
81	9	0	9
82	9	1	9
83	9	1	8
84	9	2	8
85	9	2	7
86	9	3	7
87	9	3	6
88	9	4	6
89	9	4	5
90	9	5	5
91	9	5	4
92	9	6	4
93	9	6	3
94	9	7	3
95	9	7	2
96	9	8	2
97	9	8	1
98	9	9	1
99	9	9	0
100	10	0	10
101	10	1	10
102	10	1	9
103	10	2	9
104	10	2	8
105	10	3	8
106	10	3	7
107	10	4	7
108	10	4	6
109	10	5	6
110	10	5	5
111	10	6	5
112	10	6	4
113	10	7	4
114	10	7	3
115	10	8	3
116	10	8	2
117	10	9	2
118	10	9	1
119	10	10	1
120	10	10	0
121	11	0	11
122	11	1	11
123	11	1	10
124	11	2	10
125	11	2	9
126	11	3	9
127	11	3	8
128	11	4	8
129	11	4	7
130	11	5	7
131	11	5	6
132	11	6	6
133	11	6	5
134	11	7	5
135	11	7	4
136	11	8	4
137	11	8	3
138	11	9	3
139	11	9	2
140	11	10	2
141	11	10	1
142	11	11	1
143	11	11	0
144	12	0	12
145	12	1	12
146	12	1	11
147	12	2	11
148	12	2	10
149	12	3	10
150	12	3	9
151	12	4	9
152	12	4	8
153	12	5	8
154	12	5	7
155	12	6	7
156	12	6	6
157	12	7	6
158	12	7	5
159	12	8	5
160	12	8	4
161	12	9	4
162	12	9	3
163	12	10	3
164	12	10	2
165	12	11	2
166	12	11	1
167	12	12	1
168	12	12	0
169	13	0	13
170	13	1	13
171	13	1	12
172	13	2	12
173	13	2	11
174	13	3	11
175	13	3	10
176	13	4	10
177	13	4	9
178	13	5	9
179	13	5	8
180	13	6	8
181	13	6	7
182	13	7	7
183	13	7	6
184	13	8	6
185	13	8	5
186	13	9	5
187	13	9	4
188	13	10	4
189	13	10	3
190	13	11	3
191	13	11	2
192	13	12	2
193	13	12	1
194	13	13	1
195	13	13	0
196	14	0	14
197	14	1	14
198	14	1	13
199	14	2	13
200	14	2	12
201	14	3	12
202	14	3	11
203	14	4	11
204	14	4	10
205	14	5	10
206	14	5	9
207	14	6	9
208	14	6	8
209	14	7	8
210	14	7	7
211	14	8	7
212	14	8	6
213	14	9	6
214	14	9	5
215	14	10	5
216	14	10	4
217	14	11	4
218	14	11	3
219	14	12	3
220	14	12	2
221	14	13	2
222	14	13	1
223	14	14	1
224	14	14	0
225	15	0	15
226	15	1	15
227	15	1	14
228	15	2	14
229	15	2	13
230	15	3	13
231	15	3	12
232	15	4	12
233	15	4	11
234	15	5	11
235	15	5	10
236	15	6	10
237	15	6	9
238	15	7	9
239	15	7	8
240	15	8	8
241	15	8	7
242	15	9	7
243	15	9	6
244	15	10	6
245	15	10	5
246	15	11	5
247	15	11	4
248	15	12	4
249	15	12	3
250	15	13	3
251	15	13	2
252	15	14	2
253	15	14	1
254	15	15	1
255	15	15	0
256	16	0	16
257	16	1	16
258	16	1	15
259	16	2	15
260	16	2	14
261	16	3	14
262	16	3	13
263	16	4	13
264	16	4	12
265	16	5	12
266	16	5	11
267	16	6	11
268	16	6	10
269	16	7	10
270	16	7	9
271	16	8	9
272	16	8	8
273	16	9	8
274	16	9	7
275	16	10	7
276	16	10	6
277	16	11	6
278	16	11	5
279	16	12	5
280	16	12	4
281	16	13	4
282	16	13	3
283	16	14	3
284	16	14	2
285	16	15	2
286	16	15	1
287	16	16	1
288	16	16	0
289	17	0	17
290	17	1	17
291	17	1	16
292	17	2	16
293	17	2	15
294	17	3	15
295	17	3	14
296	17	4	14
297	17	4	13
298	17	5	13
299	17	5	12
300	17	6	12
301	17	6	11
302	17	7	11
303	17	7	10
304	17	8	10
305	17	8	9
306	17	9	9
307	17	9	8
308	17	10	8
309	17	10	7
310	17	11	7
311	17	11	6
312	17	12	6
313	17	12	5
314	17	13	5
315	17	13	4
316	17	14	4
317	17	14	3
318	17	15	3
319	17	15	2
320	17	16	2
321	17	16	1
322	17	17	1
323	17	17	0
324	18	0	18
325	18	1	18
326	18	1	17
327	18	2	17
328	18	2	16
329	18	3	16
330	18	3	15
331	18	4	15
332	18	4	14
333	18	5	14
334	18	5	13
335	18	6	13
336	18	6	12
337	18	7	12
338	18	7	11
339	18	8	11
340	18	8	10
341	18	9	10
342	18	9	9
343	18	10	9
344	18	10	8
345	18	11	8
346	18	11	7
347	18	12	7
348	18	12	6
349	18	13	6
350	18	13	5
351	18	14	5
352	18	14	4
353	18	15	4
354	18	15	3
355	18	16	3
356	18	16	2
357	18	17	2
358	18	17	1
359	18	18	1
360	18	18	0
361	19	0	19
362	19	1	19
363	19	1	18
364	19	2	18
365	19	2	17
366	19	3	17
367	19	3	16
368	19	4	16
369	19	4	15
370	19	5	15
371	19	5	14
372	19	6	14
373	19	6	13
374	19	7	13
375	19	7	12
376	19	8	12
377	19	8	11
378	19	9	11
379	19	9	10
380	19	10	10
381	19	10	9
382	19	11	9
383	19	11	8
384	19	12	8
385	19	12	7
386	19	13	7
387	19	13	6
388	19	14	6
389	19	14	5
390	19	15	5
391	19	15	4
392	19	16	4
393	19	16	3
394	19	17	3
395	19	17	2
396	19	18	2
397	19	18	1
398	19	19	1
399	19	19	0
400	20	0	20
401	20	1	20
402	20	1	19
403	20	2	19
404	20	2	18
405	20	3	18
406	20	3	17
407	20	4	17
408	20	4	16
409	20	5	16
410	20	5	15
411	20	6	15
412	20	6	14
413	20	7	14
414	20	7	13
415	20	8	13
416	20	8	12
417	20	9	12
418	20	9	11
419	20	10	11
420	20	10	10
421	20	11	10
422	20	11	9
423	20	12	9
424	20	12	8
425	20	13	8
426	20	13	7
427	20	14	7
428	20	14	6
429	20	15	6
430	20	15	5
431	20	16	5
432	20	16	4
433	20	17	4
434	20	17	3
435	20	18	3
436	20	18	2
437	20	19	2
438	20	19	1
439	20	20	1
440	20	20	0
441	21	0	21
442	21	1	21
443	21	1	20
444	21	2	20
445	21	2	19
446	21	3	19
447	21	3	18
448	21	4	18
449	21	4	17
450	21	5	17
451	21	5	16
452	21	6	16
453	21	6	15
454	21	7	15
455	21	7	14
456	21	8	14
457	21	8	13
458	21	9	13
459	21	9	12
460	21	10	12
461	21	10	11
462	21	11	11
463	21	11	10
464	21	12	10
465	21	12	9
466	21	13	9
467	21	13	8
468	21	14	8
469	21	14	7
470	21	15	7
471	21	15	6
472	21	16	6
473	21	16	5
474	21	17	5
475	21	17	4
476	21	18	4
477	21	18	3
478	21	19	3
479	21	19	2
480	21	20	2
481	21	20	1
482	21	21	1
483	21	21	0
484	22	0	22
485	22	1	22
486	22	1	21
487	22	2	21
488	22	2	20
489	22	3	20
490	22	3	19
491	22	4	19
492	22	4	18
493	22	5	18
494	22	5	17
495	22	6	17
496	22	6	16
497	22	7	16
498	22	7	15
499	22	8	15
500	22	8	14
501	22	9	14
502	22	9	13
503	22	10	13
504	22	10	12
505	22	11	12
506	22	11	11
507	22	12	11
508	22	12	10
509	22	13	10
510	22	13	9
511	22	14	9
512	22	14	8
513	22	15	8
514	22	15	7
515	22	16	7
516	22	16	6
517	22	17	6
518	22	17	5
519	22	18	5
520	22	18	4
521	22	19	4
